match_api_id,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
1987033,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3
1987034,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-9
1987035,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-13
1987036,2,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4
1987037,2,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
1987039,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7
1987032,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-9
1987038,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2
1987040,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7
1987041,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16
1987078,0,0.01,0.010416666666666666,0.0,0.0,1.5,1.5,3,2,2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,8
1987082,0,0.02,0.020833333333333332,0.024096385542168676,0.02531645569620253,0.5,0.5,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3
1987083,0,0.02,0.010416666666666666,0.04819277108433735,0.0379746835443038,0.0,0.0,1,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,-4
1987084,2,0.02,0.020833333333333332,0.024096385542168676,0.02531645569620253,0.5,0.5,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2
1987085,1,0.0,0.0,0.012048192771084338,0.012658227848101266,0.0,0.0,1,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,-0.5,-0.5,0.0,0.0,-3
1987086,1,0.02,0.0,0.024096385542168676,0.0379746835443038,0.5,0.0,0,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0.0,-1.5,0.5,0.5,1
1987087,0,0.02,0.041666666666666664,0.0,0.02531645569620253,1.5,1.5,3,2,2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,-5
1987079,0,0.03,0.0,0.012048192771084338,0.02531645569620253,1.5,0.0,3,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1.0,-1.0,1.5,1.5,7
1987081,2,0.03,0.020833333333333332,0.0,0.02531645569620253,1.5,0.5,3,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,1.5,0.0,1.0,1.0,-2
1987080,2,0.01,0.0,0.0,0.012658227848101266,1.5,0.0,3,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0.5,-0.5,1.5,1.5,-16
1988731,2,0.04,0.010416666666666666,0.03614457831325301,0.012658227848101266,1.0,1.0,1,3,2,2,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,-4
1988733,1,0.06,0.020833333333333332,0.03614457831325301,0.0379746835443038,2.0,0.3333333333333333,3,3,2,2,2,0,1,2,2,2,0,0,0,0,0,0,0,0,1.0,-0.3333333333333333,1.6666666666666667,1.6666666666666667,12
1988734,1,0.02,0.020833333333333332,0.0,0.05063291139240506,2.0,0.3333333333333333,3,3,2,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0.6666666666666666,-0.6666666666666666,1.6666666666666667,1.6666666666666667,-3
1988735,1,0.04,0.020833333333333332,0.04819277108433735,0.0379746835443038,1.0,0.3333333333333333,3,1,2,2,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0.0,-0.3333333333333333,0.6666666666666666,0.6666666666666666,9
1988736,1,0.03,0.041666666666666664,0.08433734939759036,0.02531645569620253,0.0,1.3333333333333333,1,1,2,2,2,3,0,2,2,2,0,0,0,0,0,0,0,0,-1.3333333333333333,0.6666666666666666,-1.3333333333333333,-1.3333333333333333,2
1988739,0,0.03,0.0,0.024096385542168676,0.02531645569620253,1.0,0.0,1,3,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0.3333333333333333,-0.6666666666666666,1.0,1.0,-5
1988732,0,0.05,0.0625,0.024096385542168676,0.0,1.3333333333333333,2.0,3,0,2,2,2,3,3,2,2,2,0,0,0,0,0,0,0,0,1.0,2.0,-0.6666666666666666,-0.6666666666666666,4
1988737,1,0.02,0.020833333333333332,0.024096385542168676,0.06329113924050633,0.6666666666666666,0.3333333333333333,0,0,2,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0.0,-1.0,0.3333333333333333,0.3333333333333333,10
1988738,0,0.0,0.020833333333333332,0.03614457831325301,0.06329113924050633,0.3333333333333333,0.3333333333333333,0,1,2,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,14
1988730,1,0.02,0.020833333333333332,0.03614457831325301,0.0,1.0,2.0,3,1,2,2,2,3,3,2,2,2,0,0,0,0,0,0,0,0,-0.3333333333333333,0.6666666666666666,-1.0,-1.0,2
1988740,1,0.02,0.041666666666666664,0.03614457831325301,0.10126582278481013,0.75,0.25,1,1,3,2,2,0,1,1,2,2,0,0,0,0,0,0,0,0,-0.25,-1.0,0.5,0.5,1
1988741,1,0.04,0.07291666666666667,0.060240963855421686,0.05063291139240506,0.75,1.75,3,1,1,2,2,0,3,3,2,2,0,0,0,0,0,0,0,0,-0.25,0.75,-1.0,-1.0,0
1988742,0,0.05,0.0625,0.08433734939759036,0.05063291139240506,1.0,1.5,3,1,0,2,2,3,1,3,2,2,0,0,0,0,0,0,0,0,-0.5,0.5,-0.5,-0.5,-8
1988743,0,0.02,0.0625,0.0,0.0759493670886076,1.75,0.75,0,3,3,2,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0.5,0.0,1.0,1.0,-11
1988744,2,0.08,0.020833333333333332,0.0,0.02531645569620253,2.25,0.75,3,3,3,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2.0,0.0,1.5,1.5,-17
1988745,0,0.02,0.020833333333333332,0.04819277108433735,0.0379746835443038,0.5,1.0,0,1,0,2,2,0,3,1,2,2,0,0,0,0,0,0,0,0,-0.5,-0.25,-0.5,-0.5,6
1988747,0,0.03,0.020833333333333332,0.04819277108433735,0.0759493670886076,0.5,0.25,0,0,1,2,2,1,0,1,2,2,0,0,0,0,0,0,0,0,-0.25,-1.0,0.25,0.25,-8
1988749,1,0.03,0.052083333333333336,0.04819277108433735,0.05063291139240506,0.5,1.0,0,0,1,2,2,1,3,0,2,2,0,0,0,0,0,0,0,0,-0.25,0.25,-0.5,-0.5,1
1988746,2,0.02,0.052083333333333336,0.060240963855421686,0.06329113924050633,0.5,1.0,0,1,0,2,2,0,3,1,2,2,0,0,0,0,0,0,0,0,-0.75,0.0,-0.5,-0.5,-10
1988748,2,0.05,0.020833333333333332,0.03614457831325301,0.0,1.25,1.75,0,3,0,2,2,0,3,3,2,2,0,0,0,0,0,0,0,0,0.5,0.5,-0.5,-0.5,5
1988750,2,0.03,0.03125,0.03614457831325301,0.06329113924050633,1.4,0.4,3,0,3,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0.0,-0.4,1.0,1.0,-5
1988751,0,0.08,0.10416666666666667,0.060240963855421686,0.0,1.8,2.4,3,3,1,3,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0.6,2.0,-0.6,-0.6,10
1988752,2,0.05,0.0625,0.04819277108433735,0.11392405063291139,1.0,0.8,0,1,3,0,2,1,3,1,0,2,0,0,0,0,0,0,0,0,0.2,-0.6,0.2,0.2,2
1988754,2,0.03,0.020833333333333332,0.024096385542168676,0.0379746835443038,1.4,1.4,1,0,3,3,2,1,0,3,3,2,0,0,0,0,0,0,0,0,0.2,-0.2,0.0,0.0,5
1988755,2,0.05,0.052083333333333336,0.0963855421686747,0.0759493670886076,0.8,0.8,1,0,3,1,2,0,3,1,1,2,0,0,0,0,0,0,0,0,-0.6,-0.2,0.0,0.0,0
1988757,2,0.02,0.07291666666666667,0.04819277108433735,0.05063291139240506,0.6,1.6,1,0,0,0,2,3,0,3,0,2,0,0,0,0,0,0,0,0,-0.4,0.6,-1.0,-1.0,6
1988758,1,0.03,0.052083333333333336,0.07228915662650602,0.06329113924050633,0.8,1.0,3,1,0,1,2,3,0,1,0,2,0,0,0,0,0,0,0,0,-0.6,0.0,-0.2,-0.2,9
1988753,2,0.08,0.041666666666666664,0.060240963855421686,0.06329113924050633,1.6,0.8,0,0,3,3,2,0,1,1,3,2,0,0,0,0,0,0,0,0,0.6,-0.2,0.8,0.8,3
1988756,0,0.06,0.03125,0.12048192771084337,0.05063291139240506,0.4,0.6,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,-0.8,-0.2,-0.2,-0.2,8
1988759,2,0.09,0.020833333333333332,0.07228915662650602,0.06329113924050633,1.2,0.4,3,1,1,3,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0.6,-0.6,0.8,0.8,3
1988760,0,0.06,0.03125,0.0963855421686747,0.0759493670886076,0.6666666666666666,0.8333333333333334,1,0,1,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.5,-0.16666666666666666,-0.16666666666666666,-2
1988761,2,0.06,0.0625,0.10843373493975904,0.13924050632911392,0.6666666666666666,0.3333333333333333,1,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.5,-0.8333333333333334,0.3333333333333333,0.3333333333333333,4
1988762,2,0.07,0.052083333333333336,0.14457831325301204,0.0379746835443038,0.6666666666666666,1.6666666666666667,1,1,3,1,0,3,3,0,3,1,0,0,0,0,0,0,0,0,-0.8333333333333334,0.3333333333333333,-1.0,-1.0,-1
1988764,0,0.11,0.11458333333333333,0.0,0.0759493670886076,2.5,1.5,3,3,3,3,3,3,3,1,1,3,1,1,0,0,0,0,0,0,1.8333333333333333,0.8333333333333334,1.0,1.0,-12
1988765,0,0.02,0.03125,0.08433734939759036,0.05063291139240506,0.3333333333333333,1.0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,-0.8333333333333334,-0.16666666666666666,-0.6666666666666666,-0.6666666666666666,-8
1988767,1,0.03,0.11458333333333333,0.08433734939759036,0.08860759493670886,0.3333333333333333,1.8333333333333333,1,1,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,-0.6666666666666666,0.6666666666666666,-1.5,-1.5,-9
1988768,1,0.07,0.08333333333333333,0.060240963855421686,0.06329113924050633,1.3333333333333333,1.3333333333333333,1,3,0,3,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.5,0.0,0.0,7
1988763,1,0.03,0.08333333333333333,0.07228915662650602,0.11392405063291139,1.1666666666666667,1.1666666666666667,1,1,0,3,3,3,1,0,3,1,0,0,0,0,0,0,0,0,-0.5,-0.16666666666666666,0.0,0.0,-16
1988766,0,0.05,0.0625,0.060240963855421686,0.0379746835443038,1.0,1.6666666666666667,0,3,0,1,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0.0,0.5,-0.6666666666666666,-0.6666666666666666,1
1988769,2,0.04,0.08333333333333333,0.04819277108433735,0.0759493670886076,1.0,1.5,3,0,0,0,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,-0.5,-0.5,-5
1988770,0,0.13,0.052083333333333336,0.10843373493975904,0.06329113924050633,1.7142857142857142,1.4285714285714286,0,3,0,0,3,1,3,3,0,3,0,0,0,0,0,0,0,0,0.5714285714285714,0.0,0.2857142857142857,-0.14285714285714285,14
1988771,2,0.04,0.0625,0.08433734939759036,0.11392405063291139,1.1428571428571428,0.5714285714285714,0,1,1,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,-0.42857142857142855,-0.42857142857142855,0.5714285714285714,0.5714285714285714,-13
1988772,2,0.09,0.0625,0.060240963855421686,0.16455696202531644,1.8571428571428572,0.2857142857142857,3,3,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0.5714285714285714,-1.0,1.5714285714285714,1.1428571428571428,-7
1988773,1,0.03,0.09375,0.10843373493975904,0.1518987341772152,0.2857142857142857,1.0,1,1,1,0,1,3,1,1,3,1,0,0,0,0,0,0,0,0,-0.8571428571428571,-0.42857142857142855,-0.7142857142857143,-0.7142857142857143,7
1988774,2,0.07,0.07291666666666667,0.0963855421686747,0.06329113924050633,0.8571428571428571,1.2857142857142858,1,0,3,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,-0.14285714285714285,0.2857142857142857,-0.42857142857142855,-0.42857142857142855,-4
1988775,2,0.05,0.08333333333333333,0.10843373493975904,0.11392405063291139,0.42857142857142855,1.0,0,1,1,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,-0.5714285714285714,-0.14285714285714285,-0.5714285714285714,-0.5714285714285714,-9
1988776,2,0.05,0.125,0.04819277108433735,0.02531645569620253,1.2857142857142858,2.142857142857143,3,3,0,0,0,1,3,3,3,3,0,0,0,0,1,0,0,0,0.14285714285714285,1.4285714285714286,-0.8571428571428571,-0.42857142857142855,5
1988779,1,0.13,0.09375,0.08433734939759036,0.12658227848101267,1.7142857142857142,1.1428571428571428,3,3,3,1,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0.8571428571428571,-0.14285714285714285,0.5714285714285714,0.14285714285714285,-5
1988777,0,0.05,0.08333333333333333,0.060240963855421686,0.08860759493670886,1.2857142857142858,1.2857142857142858,3,3,1,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,0.0,0.2857142857142857,7
1988778,0,0.04,0.08333333333333333,0.07228915662650602,0.06329113924050633,1.1428571428571428,1.2857142857142858,3,0,3,1,0,0,3,0,1,3,0,0,0,0,0,0,0,0,-0.2857142857142857,0.42857142857142855,-0.14285714285714285,0.0,12
1988781,0,0.08,0.07291666666666667,0.14457831325301204,0.12658227848101267,0.5,0.75,1,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,-0.5,-0.375,-0.25,-0.5,6
1988782,1,0.09,0.052083333333333336,0.13253012048192772,0.0759493670886076,0.875,1.125,1,3,1,0,3,1,3,3,1,0,0,0,0,0,0,0,0,0,-0.25,-0.125,-0.25,0.0,0
1988783,0,0.11,0.10416666666666667,0.1686746987951807,0.11392405063291139,1.0,1.125,0,3,1,1,3,3,1,0,3,0,0,0,0,0,0,0,0,0,-0.375,0.125,-0.125,-0.125,-5
1988784,2,0.09,0.0625,0.08433734939759036,0.11392405063291139,1.5,1.0,3,1,1,3,3,1,3,0,3,1,0,0,0,0,0,0,0,0,0.25,-0.375,0.5,0.25,-6
1988786,2,0.13,0.052083333333333336,0.07228915662650602,0.13924050632911392,1.875,0.375,1,1,3,3,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0.875,-0.75,1.5,0.875,-9
1988787,0,0.11,0.15625,0.14457831325301204,0.17721518987341772,1.125,1.5,0,0,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,-0.125,0.125,-0.375,0.0,0
1988788,1,0.06,0.15625,0.1927710843373494,0.11392405063291139,0.25,1.625,1,1,1,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,-1.25,0.75,-1.375,-1.0,1
1988780,2,0.1,0.125,0.08433734939759036,0.06329113924050633,1.625,2.0,3,1,3,3,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0.375,0.875,-0.375,0.0,-3
1988785,1,0.11,0.07291666666666667,0.08433734939759036,0.11392405063291139,1.5,1.375,3,0,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0.5,-0.25,0.125,0.375,3
1988789,1,0.08,0.09375,0.0963855421686747,0.06329113924050633,1.125,1.5,1,0,1,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.5,-0.375,-0.75,6
1988790,2,0.12,0.08333333333333333,0.20481927710843373,0.16455696202531644,0.8888888888888888,0.4444444444444444,1,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.5555555555555556,-0.5555555555555556,0.4444444444444444,0.3333333333333333,-12
1988791,0,0.11,0.17708333333333334,0.08433734939759036,0.13924050632911392,1.6666666666666667,1.5555555555555556,3,3,1,1,3,0,0,3,3,3,0,0,0,0,1,0,0,0,0.4444444444444444,0.6666666666666666,0.1111111111111111,-0.2222222222222222,-2
1988792,0,0.12,0.125,0.0963855421686747,0.10126582278481013,1.4444444444444444,1.7777777777777777,0,3,0,3,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0.4444444444444444,0.4444444444444444,-0.3333333333333333,0.0,-2
1988793,2,0.19,0.10416666666666667,0.08433734939759036,0.1518987341772152,2.0,0.8888888888888888,3,1,1,3,3,0,1,3,1,0,0,0,0,0,0,0,0,0,1.3333333333333333,-0.2222222222222222,1.1111111111111112,0.4444444444444444,-17
1988795,1,0.13,0.17708333333333334,0.12048192771084337,0.189873417721519,1.3333333333333333,1.6666666666666667,3,3,1,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.2222222222222222,-0.3333333333333333,0.2222222222222222,-10
1988797,1,0.11,0.08333333333333333,0.08433734939759036,0.12658227848101267,1.4444444444444444,1.3333333333333333,0,3,3,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0.4444444444444444,-0.2222222222222222,0.1111111111111111,0.6666666666666666,4
1988798,0,0.06,0.13541666666666666,0.08433734939759036,0.08860759493670886,1.1111111111111112,1.7777777777777777,0,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,-0.1111111111111111,0.6666666666666666,-0.6666666666666666,-0.5555555555555556,14
1988799,2,0.06,0.08333333333333333,0.13253012048192772,0.22784810126582278,0.8888888888888888,0.3333333333333333,1,1,3,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.5555555555555556,-1.1111111111111112,0.5555555555555556,0.5555555555555556,3
1988794,2,0.06,0.125,0.20481927710843373,0.17721518987341772,0.3333333333333333,1.0,1,0,1,1,1,1,0,0,3,1,0,0,1,0,0,0,0,0,-1.2222222222222223,-0.2222222222222222,-0.6666666666666666,-0.4444444444444444,-8
1988796,0,0.1,0.08333333333333333,0.12048192771084337,0.12658227848101267,1.1111111111111112,1.0,0,1,0,1,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0.0,-0.2222222222222222,0.1111111111111111,-0.2222222222222222,3
1988800,2,0.16,0.125,0.08433734939759036,0.13924050632911392,1.9,1.3,3,3,3,1,3,1,0,3,0,3,0,0,0,0,0,0,0,0,0.9,0.1,0.6,0.4,-1
1988801,0,0.08,0.10416666666666667,0.18072289156626506,0.13924050632911392,0.4,1.0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,-0.7,-0.1,-0.6,-0.2,3
1988803,2,0.19,0.125,0.20481927710843373,0.12658227848101267,1.6,1.5,0,3,1,0,3,1,3,3,1,1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,7
1988806,0,0.14,0.07291666666666667,0.24096385542168675,0.13924050632911392,0.9,1.1,1,1,0,0,3,3,1,1,3,0,0,0,0,0,0,0,0,0,-0.6,-0.4,-0.2,-0.2,1
1988807,0,0.09,0.0625,0.12048192771084337,0.12658227848101267,1.2,1.0,3,3,3,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,-0.1,-0.4,0.2,0.3,-9
1988809,2,0.2,0.14583333333333334,0.14457831325301204,0.21518987341772153,1.7,1.1,3,0,0,3,3,3,1,0,3,1,0,0,0,0,0,0,0,0,0.8,-0.3,0.6,0.4,10
1988802,0,0.11,0.11458333333333333,0.20481927710843373,0.08860759493670886,0.8,1.4,1,0,1,3,1,0,0,3,3,3,0,0,0,0,1,0,0,0,-0.6,0.4,-0.6,-0.7,12
1988804,1,0.08,0.15625,0.12048192771084337,0.1518987341772152,1.3,1.3,0,0,3,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,-0.2,0.3,0.0,-0.2,-6
1988805,1,0.15,0.25,0.0963855421686747,0.10126582278481013,1.9,2.1,3,1,3,3,3,3,3,1,1,3,1,0,0,0,0,0,0,0,0.7,1.6,-0.2,0.3,6
1988808,2,0.08,0.125,0.2289156626506024,0.24050632911392406,0.3,0.6,1,0,1,1,1,3,1,0,1,1,0,0,1,0,0,0,0,0,-1.1,-0.7,-0.3,-0.3,4
1988810,0,0.15,0.09375,0.2289156626506024,0.13924050632911392,1.0,1.2727272727272727,1,3,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,-0.36363636363636365,-0.18181818181818182,-0.2727272727272727,0.0,1
1988811,1,0.12,0.15625,0.13253012048192772,0.10126582278481013,1.3636363636363635,1.8181818181818181,1,1,3,3,1,0,3,1,3,3,0,0,0,0,0,0,0,0,0.09090909090909091,0.6363636363636364,-0.45454545454545453,-0.36363636363636365,4
1988813,2,0.24,0.14583333333333334,0.0963855421686747,0.26582278481012656,2.0,0.8181818181818182,0,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.4545454545454546,-0.6363636363636364,1.1818181818181819,0.45454545454545453,-17
1988814,1,0.12,0.09375,0.26506024096385544,0.1518987341772152,0.5454545454545454,1.0909090909090908,1,3,1,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,-0.9090909090909091,-0.2727272727272727,-0.5454545454545454,-0.5454545454545454,1
1988816,0,0.12,0.1875,0.14457831325301204,0.10126582278481013,1.1818181818181819,2.0,3,1,0,1,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0.0,0.9090909090909091,-0.8181818181818182,-0.6363636363636364,8
1988818,2,0.08,0.22916666666666666,0.12048192771084337,0.16455696202531644,1.1818181818181819,1.8181818181818181,3,1,0,1,3,3,3,0,0,3,0,0,0,0,0,0,0,0,-0.18181818181818182,0.8181818181818182,-0.6363636363636364,-0.36363636363636365,5
1988819,0,0.08,0.20833333333333334,0.13253012048192772,0.21518987341772153,1.2727272727272727,1.7272727272727273,3,3,1,1,3,3,0,3,1,0,0,0,0,0,0,0,0,0,-0.2727272727272727,0.2727272727272727,-0.45454545454545453,0.09090909090909091,-1
1988812,2,0.13,0.11458333333333333,0.1566265060240964,0.24050632911392406,1.1818181818181819,0.5454545454545454,1,1,0,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0.0,-0.7272727272727273,0.6363636363636364,0.09090909090909091,-9
1988815,2,0.16,0.125,0.1566265060240964,0.27848101265822783,1.2727272727272727,0.7272727272727273,0,0,3,3,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0.2727272727272727,-0.9090909090909091,0.5454545454545454,0.36363636363636365,-10
1988817,2,0.16,0.09375,0.0963855421686747,0.21518987341772153,1.5454545454545454,0.36363636363636365,3,0,0,3,3,1,1,1,1,1,0,0,0,0,0,0,1,1,0.7272727272727273,-0.7272727272727273,1.1818181818181819,1.0,-9
1988822,0,0.12,0.125,0.2891566265060241,0.27848101265822783,0.6666666666666666,0.5833333333333334,1,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,-1.0,-0.8333333333333334,0.08333333333333333,-0.3333333333333333,8
1988823,2,0.23,0.10416666666666667,0.2289156626506024,0.12658227848101267,1.8333333333333333,1.3333333333333333,3,3,0,3,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.5,0.25,0
1988825,2,0.15,0.10416666666666667,0.0963855421686747,0.17721518987341772,1.75,1.1666666666666667,0,0,3,1,3,1,3,3,1,1,0,0,0,0,0,0,0,0,0.5833333333333334,-0.3333333333333333,0.5833333333333334,0.16666666666666666,-10
1988826,2,0.15,0.125,0.27710843373493976,0.189873417721519,0.75,1.0833333333333333,1,1,1,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.25,-0.3333333333333333,-0.25,6
1988827,2,0.09,0.16666666666666666,0.14457831325301204,0.27848101265822783,1.0833333333333333,0.9166666666666666,0,1,3,3,3,1,1,3,1,0,1,0,0,0,0,0,0,0,-0.25,-0.5,0.16666666666666666,0.5,6
1988828,0,0.13,0.1875,0.30120481927710846,0.16455696202531644,0.5,1.4166666666666667,1,3,1,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,-1.0,0.4166666666666667,-0.9166666666666666,-0.5833333333333334,6
1988829,1,0.22,0.19791666666666666,0.18072289156626506,0.189873417721519,1.6666666666666667,1.3333333333333333,1,3,3,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.08333333333333333,8
1988820,1,0.21,0.19791666666666666,0.0963855421686747,0.11392405063291139,2.0833333333333335,1.6666666666666667,3,3,3,3,3,3,3,0,0,3,1,1,0,0,0,0,0,0,1.0833333333333333,0.8333333333333334,0.4166666666666667,0.3333333333333333,-2
1988821,1,0.1,0.2708333333333333,0.24096385542168675,0.11392405063291139,0.3333333333333333,2.0833333333333335,1,1,1,1,1,3,0,3,3,1,0,0,1,1,0,0,0,0,-0.8333333333333334,1.4166666666666667,-1.75,-0.8333333333333334,14
1988824,0,0.12,0.125,0.14457831325301204,0.13924050632911392,1.4166666666666667,1.3333333333333333,3,0,0,0,3,0,1,1,3,3,0,0,0,0,0,0,0,0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,-9
1988830,2,0.16,0.16666666666666666,0.27710843373493976,0.2911392405063291,0.8461538461538461,0.9230769230769231,1,1,1,3,1,3,1,1,1,1,0,0,0,0,0,0,1,0,-0.5384615384615384,-0.5384615384615384,-0.07692307692307693,0.0,-15
1988832,2,0.2,0.10416666666666667,0.1927710843373494,0.25316455696202533,1.3076923076923077,0.38461538461538464,0,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0.3076923076923077,-0.7692307692307693,0.9230769230769231,0.3076923076923077,-10
1988833,0,0.26,0.13541666666666666,0.10843373493975904,0.17721518987341772,2.0,1.3076923076923077,0,3,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1.3076923076923077,-0.07692307692307693,0.6923076923076923,0.38461538461538464,-1
1988834,0,0.13,0.2604166666666667,0.26506024096385544,0.25316455696202533,0.7692307692307693,1.9230769230769231,3,0,1,3,1,3,3,3,0,3,0,0,0,0,0,0,0,0,-0.6923076923076923,0.38461538461538464,-1.1538461538461537,-0.46153846153846156,-8
1988835,0,0.19,0.10416666666666667,0.1566265060240964,0.1518987341772152,1.5384615384615385,1.2307692307692308,3,3,0,0,3,3,0,1,3,3,0,0,0,0,0,0,0,0,0.46153846153846156,-0.15384615384615385,0.3076923076923077,0.07692307692307693,-1
